Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),distance_km
27,5.0,Buffet ,motorcycle ,28,10.279929645180921
33,4.5,Buffet ,electric_scooter ,24,6.29013467763468
22,4.6,Snack ,motorcycle ,16,9.179276688028636
24,4.5,Snack ,electric_scooter ,13,8.952508524589783
38,4.7,Buffet ,motorcycle ,21,3.1051455399287056
37,4.6,Buffet ,scooter ,22,12.09917098801042
31,4.7,Drinks ,motorcycle ,19,1.5525398251397549
29,4.6,Buffet ,motorcycle ,17,10.564596934158217
31,4.2,Buffet ,motorcycle ,41,6.29013467763468
25,4.9,Drinks ,motorcycle ,24,6.116971669682334
28,4.7,Snack ,motorcycle ,25,11.916606438888204
22,4.8,Snack ,scooter ,15,1.5297232853100244
27,4.5,Snack ,motorcycle ,38,12.293508819559184
24,4.9,Snack ,scooter ,18,13.583143866695133
28,4.9,Meal ,motorcycle ,12,3.116148933802629
37,4.5,Drinks ,motorcycle ,17,16.72211869180285
26,4.8,Snack ,motorcycle ,37,13.82927367256702
24,4.3,Buffet ,motorcycle ,43,16.38489468676721
21,4.4,Snack ,scooter ,31,11.007734763744617
35,4.9,Snack ,scooter ,28,14.15280068944862
27,4.8,Drinks ,motorcycle ,25,4.663772762376294
24,4.7,Buffet ,scooter ,27,6.118933768642428
34,4.4,Buffet ,motorcycle ,51,13.611585111772158
35,4.9,Drinks ,scooter ,30,16.787804464209696
35,4.9,Snack ,scooter ,25,1.514793721388757
26,4.7,Drinks ,motorcycle ,21,4.540797338774
39,4.7,Meal ,scooter ,22,3.064267071068136
23,4.7,Meal ,scooter ,12,3.0736267316959007
31,4.9,Snack ,scooter ,31,3.0527456969715105
29,4.6,Snack ,motorcycle ,45,16.11367273137103
22,4.7,Drinks ,scooter ,15,3.1091253358399578
31,4.7,Meal ,motorcycle ,37,13.8943582478516
21,4.5,Snack ,scooter ,16,10.711191521545718
32,4.9,Buffet ,electric_scooter ,29,16.901828274275406
35,4.8,Drinks ,motorcycle ,26,7.648690101362526
27,4.7,Meal ,scooter ,22,3.0408940852046724
30,4.7,Snack ,scooter ,15,6.209449516823057
27,4.3,Drinks ,motorcycle ,40,16.819856608097247
33,4.9,Snack ,electric_scooter ,26,11.007734763744617
34,4.8,Snack ,motorcycle ,27,13.973037056670602
33,4.3,Buffet ,motorcycle ,21,7.44864451602914
23,4.7,Buffet ,scooter ,15,1.509439424217718
38,4.9,Drinks ,scooter ,17,13.61116354777465
29,4.7,Drinks ,scooter ,15,9.056024276265346
34,4.7,Meal ,motorcycle ,40,20.83115412650988
37,4.7,Meal ,motorcycle ,52,20.44292976252901
37,4.8,Meal ,motorcycle ,23,8.812119870403658
26,4.5,Snack ,motorcycle ,10,13.973182653917394
38,4.9,Meal ,scooter ,26,9.055364789945113
31,4.3,Meal ,motorcycle ,39,20.85227883430363
28,4.9,Buffet ,scooter ,12,3.0589506421330555
27,4.7,Snack ,scooter ,17,13.766116995711348
39,4.3,Drinks ,motorcycle ,38,1.5581369822072066
37,4.6,Snack ,motorcycle ,30,20.18081128090421
27,4.8,Drinks ,motorcycle ,16,3.058281575249995
23,4.5,Meal ,scooter ,12,5021.120135079497
23,4.8,Buffet ,motorcycle ,33,5179.500675038417
30,4.6,Snack ,motorcycle ,49,20.85154468962371
33,5.0,Buffet ,scooter ,30,12.116905670047105
30,4.9,Meal ,motorcycle ,21,20.853653606522474
21,5.0,Snack ,scooter ,24,10.254615880615221
38,4.8,Drinks ,scooter ,19,11.916235157217862
35,4.5,Buffet ,motorcycle ,20,12.464390099643042
20,4.1,Meal ,motorcycle ,38,11.74719918481288
23,4.7,Meal ,motorcycle ,25,4.561112369847916
37,4.6,Drinks ,motorcycle ,34,7.64537402705469
27,5.0,Snack ,scooter ,21,3.0736267316959007
38,5.0,Meal ,scooter ,19,12.25701219409813
38,4.6,Drinks ,motorcycle ,22,3.0197927162110916
39,4.6,Buffet ,motorcycle ,26,20.068305329321632
33,4.6,Buffet ,motorcycle ,21,19.97462742500737
38,5.0,Buffet ,motorcycle ,33,5.8749977270651845
26,4.0,Meal ,motorcycle ,22,3.073599739868747
27,4.9,Buffet ,scooter ,31,9.220550607824233
21,4.7,Snack ,motorcycle ,20,13.973142050149699
23,4.9,Drinks ,motorcycle ,28,10.255054073729376
35,4.3,Drinks ,scooter ,32,13.611428630407849
37,4.0,Drinks ,motorcycle ,32,2.9796265189931233
36,4.6,Meal ,electric_scooter ,15,7.66074883742589
25,4.0,Drinks ,motorcycle ,19,1.4897995018082963
28,4.6,Meal ,motorcycle ,23,10.642283429605715
30,4.9,Buffet ,scooter ,17,12.435806041180756
26,4.6,Snack ,scooter ,19,7.601308045983357
33,4.1,Meal ,motorcycle ,34,7.790237052802913
21,4.8,Drinks ,scooter ,17,9.181146899051038
37,4.5,Meal ,scooter ,44,10.60258238247256
33,3.8,Drinks ,scooter ,34,20.506934775865457
30,4.9,Drinks ,motorcycle ,37,13.583440059634135
26,4.9,Buffet ,electric_scooter ,14,9.435201537430714
34,4.6,Snack ,electric_scooter ,44,20.180635114114718
24,5.0,Snack ,scooter ,18,7.682703792667339
37,4.6,Buffet ,scooter ,28,12.417907729746302
35,4.3,Drinks ,motorcycle ,40,19.362580183465894
28,4.6,Snack ,electric_scooter ,28,10.868212517103021
30,4.7,Snack ,scooter ,27,10.587815903448679
27,4.6,Meal ,scooter ,18,10.709308833621588
25,4.7,Meal ,motorcycle ,10,3.073787868356216
35,4.9,Meal ,scooter ,17,10.60245939514964
32,4.4,Meal ,motorcycle ,36,17.078029070273278
32,4.9,Drinks ,motorcycle ,41,19.760091519675676
39,4.3,Buffet ,motorcycle ,41,13.765934616154562
29,4.6,Buffet ,motorcycle ,30,9.31488473286169
28,4.5,Drinks ,electric_scooter ,15,6.146925931738805
32,4.2,Meal ,scooter ,39,19.364277132208514
22,4.9,Snack ,motorcycle ,19,13.789630729980562
39,4.6,Buffet ,scooter ,35,7.761735387691425
37,4.7,Drinks ,motorcycle ,28,4.540321372891478
38,4.9,Buffet ,scooter ,18,6.29013467763468
23,4.9,Drinks ,scooter ,31,10.757499697083244
27,4.7,Snack ,scooter ,14,16.902051800243928
28,4.5,Snack ,scooter ,28,4.56096495080353
37,4.8,Meal ,scooter ,29,16.822056546203214
30,4.4,Meal ,motorcycle ,34,6.232303380306801
21,4.5,Drinks ,motorcycle ,41,7.772253320446165
31,4.5,Drinks ,motorcycle ,44,16.635629218678122
21,5.0,Snack ,scooter ,15,11.917680464391145
28,3.4,Drinks ,motorcycle ,31,13.968990746015168
20,4.7,Buffet ,motorcycle ,47,17.072871906399556
31,4.9,Drinks ,scooter ,28,13.771140253368426
29,4.6,Snack ,scooter ,25,17.07302628964209
28,4.9,Buffet ,scooter ,15,1.5297989528631668
38,4.7,Meal ,scooter ,28,1.4897995018082963
27,5.0,Drinks ,motorcycle ,16,10.42729940099495
22,4.9,Meal ,scooter ,22,17.13749142638821
35,4.7,Buffet ,motorcycle ,34,6.129149863507623
31,4.5,Buffet ,electric_scooter ,21,4.663411524934487
32,4.9,Meal ,motorcycle ,24,1.5580766213086716
28,4.3,Buffet ,scooter ,44,16.635770753608572
22,4.1,Meal ,motorcycle ,34,12.293677673573285
32,4.6,Snack ,motorcycle ,52,17.13802247711509
28,4.9,Drinks ,motorcycle ,19,3.0406911398037053
37,4.0,Snack ,motorcycle ,47,7.7635043374686274
23,4.8,Snack ,scooter ,22,10.880651848535559
35,4.9,Drinks ,motorcycle ,30,7.546267706957737
28,4.6,Snack ,motorcycle ,17,2.9846372692856606
37,5.0,Buffet ,motorcycle ,37,19.76089839940378
39,4.8,Snack ,motorcycle ,34,1.5369139896079702
24,4.5,Meal ,electric_scooter ,24,13.789485363023294
30,4.8,Buffet ,electric_scooter ,17,3.145067434621583
28,4.5,Drinks ,motorcycle ,20,4.530095678799627
29,4.6,Meal ,electric_scooter ,11,5.953010226831861
31,3.9,Drinks ,motorcycle ,39,12.418394742110447
24,4.7,Drinks ,motorcycle ,23,6.232321450753526
31,4.0,Drinks ,motorcycle ,31,7.684168603439756
33,4.1,Drinks ,scooter ,31,9.056109430302039
29,4.6,Drinks ,electric_scooter ,20,16563.52774439321
29,4.7,Meal ,scooter ,21,13.77113289483828
36,4.7,Meal ,scooter ,15,3.0295246341921644
28,4.3,Meal ,motorcycle ,31,17.09838536204264
31,4.5,Buffet ,motorcycle ,25,7.720586657032256
39,4.9,Snack ,motorcycle ,22,12.100062421152574
22,4.0,Buffet ,motorcycle ,20,3.0645346577473593
36,4.3,Drinks ,scooter ,37,13.830756172608513
22,4.2,Drinks ,motorcycle ,15,1.552697443893239
24,4.8,Buffet ,electric_scooter ,29,5.959357904254251
21,4.8,Meal ,motorcycle ,21,16.645616859134407
29,4.6,Meal ,scooter ,12,10.588906536688087
26,4.9,Drinks ,motorcycle ,19,1.5523584795777219
39,4.8,Meal ,motorcycle ,37,9.088005113715143
39,4.2,Meal ,electric_scooter ,33,1.5523608800116515
39,4.4,Meal ,motorcycle ,21,3.1050835221086417
33,4.3,Buffet ,motorcycle ,44,13.82927367256702
38,4.8,Snack ,motorcycle ,27,12.464390099643042
39,4.6,Buffet ,motorcycle ,26,7.760928146685043
26,4.5,Meal ,motorcycle ,28,16.72211869180285
39,4.6,Drinks ,motorcycle ,32,3373.1975567429454
34,4.8,Meal ,scooter ,30,6.11924534302912
22,4.2,Meal ,motorcycle ,28,3.105369890908668
33,4.8,Drinks ,scooter ,11,1.4686244307352296
26,4.9,Snack ,motorcycle ,10,7.790172211356696
39,4.3,Snack ,motorcycle ,37,12.580267822400963
39,4.9,Drinks ,electric_scooter ,48,16.85270156392274
35,4.8,Meal ,motorcycle ,36,10.587773645836048
32,4.9,Drinks ,motorcycle ,29,1.5295062057776052
28,5.0,Buffet ,motorcycle ,15,4.560928430651938
22,5.0,Snack ,motorcycle ,21,20.25510293833981
35,4.7,Snack ,motorcycle ,27,9.348072739621905
31,4.5,Drinks ,motorcycle ,23,20.506934775865457
33,4.1,Drinks ,scooter ,34,6.210106489026998
29,4.6,Meal ,motorcycle ,10,4.663658229921789
37,5.0,Snack ,motorcycle ,37,19.620419296539986
26,5.0,Meal ,scooter ,23,6.29013467763468
24,4.0,Drinks ,scooter ,31,6.118933768642428
21,5.0,Snack ,motorcycle ,29,9.178605957040862
32,5.0,Drinks ,motorcycle ,28,6.081204324626466
28,4.6,Snack ,motorcycle ,24,3.1088209178699793
21,4.2,Snack ,motorcycle ,23,3.064002956584147
39,4.8,Drinks ,scooter ,36,5017.947745872179
35,4.3,Meal ,motorcycle ,32,1.5545625412407003
29,4.8,Buffet ,motorcycle ,19,9.075387359616569
25,4.9,Snack ,scooter ,17,10.587113705075845
25,4.5,Drinks ,motorcycle ,12,13.680987399157162
22,4.9,Meal ,scooter ,16,12.580267822400963
26,4.6,Buffet ,motorcycle ,14,1.5524290130723983
24,4.7,Snack ,motorcycle ,21,10.428102699087153
30,4.8,Drinks ,motorcycle ,16,12.162115707005645
36,4.8,Drinks ,motorcycle ,21,6.049788909378549
20,4.9,Buffet ,scooter ,21,3.0295222215900934
37,4.9,Snack ,motorcycle ,20,2.996194246947018
28,4.6,Drinks ,electric_scooter ,14,9.157921135826134
21,4.9,Meal ,motorcycle ,28,7.790489304769407
20,4.7,Meal ,scooter ,11,9.31544163550089
26,4.2,Snack ,scooter ,34,6.08091814244962
27,4.8,Snack ,motorcycle ,12,3.0189069957366157
30,4.7,Meal ,motorcycle ,28,9.31399060766806
28,4.7,Meal ,motorcycle ,17,9.314965469327513
30,4.3,Drinks ,motorcycle ,37,16.819856608097247
38,4.6,Snack ,motorcycle ,18,4.656902198106395
23,4.9,Buffet ,electric_scooter ,12,1.5203728379727393
34,4.6,Meal ,scooter ,17,7.57343592001983
31,4.7,Meal ,motorcycle ,49,16.3938118808
28,4.7,Drinks ,scooter ,14,7.763102784727143
28,4.5,Buffet ,scooter ,22,12.25701219409813
29,4.6,Snack ,motorcycle ,17,5990.5016306265225
39,4.7,Buffet ,motorcycle ,42,12.419848147906494
31,4.6,Meal ,motorcycle ,33,5.992271563063166
29,4.9,Buffet ,scooter ,24,13.973037056670602
29,4.8,Drinks ,motorcycle ,21,6.050355980667948
33,4.7,Meal ,scooter ,36,13.98958472463553
29,4.6,Buffet ,motorcycle ,22,16423.476510124066
30,4.6,Buffet ,motorcycle ,29,10.867285240714487
26,4.6,Drinks ,motorcycle ,22,12.074255310176673
33,4.7,Drinks ,motorcycle ,24,3.1161417126181274
23,4.7,Meal ,motorcycle ,23,10.683765175101241
30,4.6,Meal ,scooter ,19,1.5294972211332267
27,4.8,Meal ,scooter ,19,7.546712474612512
31,4.8,Buffet ,motorcycle ,16,4.596951629499114
35,4.8,Snack ,motorcycle ,27,3.116248509790061
25,4.5,Drinks ,motorcycle ,28,2.976570182999729
28,4.2,Snack ,motorcycle ,33,12.071652559029582
21,4.6,Buffet ,motorcycle ,24,7.790439155314363
36,4.8,Meal ,scooter ,16,4.537418110277337
28,4.5,Buffet ,scooter ,17,1.5203447277401048
28,4.9,Meal ,motorcycle ,39,16.72141633133003
36,4.8,Meal ,motorcycle ,43,19.65925403510922
20,4.8,Meal ,scooter ,38,16.659979129063025
23,4.4,Buffet ,motorcycle ,20,3.1088209178699793
25,4.6,Drinks ,scooter ,22,12.419803337139525
28,4.6,Buffet ,electric_scooter ,32,12.161069532201358
29,4.5,Snack ,motorcycle ,16,1.5545771256173964
24,4.6,Meal ,scooter ,14,6.037193175494637
30,4.1,Meal ,motorcycle ,33,1.5526496306637072
26,4.7,Meal ,motorcycle ,28,9.075352487619899
39,5.0,Drinks ,motorcycle ,37,10.721987300671117
36,4.8,Meal ,motorcycle ,46,13.481226399921745
21,4.7,Drinks ,motorcycle ,36,10.427575355310204
21,4.6,Snack ,electric_scooter ,33,9.193014472266961
26,4.6,Drinks ,motorcycle ,21,5.95776607270054
34,4.8,Snack ,scooter ,18,20.44292976252901
29,4.6,Drinks ,motorcycle ,17,16.659890497111146
21,4.8,Drinks ,motorcycle ,30,6.05884411746293
28,4.6,Buffet ,scooter ,18,3.0188687420087144
30,4.7,Meal ,motorcycle ,22,13.405971717381743
30,4.1,Snack ,scooter ,44,12.463962426993913
23,4.4,Buffet ,motorcycle ,23,9.17632585467143
38,4.9,Meal ,motorcycle ,27,4.469203457950985
32,4.9,Drinks ,motorcycle ,42,19.042397449611613
32,4.7,Meal ,motorcycle ,36,10.565179206181444
30,4.8,Meal ,scooter ,16,7.772039544673178
28,4.1,Snack ,electric_scooter ,39,20.44292976252901
24,4.7,Buffet ,motorcycle ,21,4.610365144357058
28,4.8,Drinks ,electric_scooter ,15,1.5367187556842812
29,4.8,Meal ,motorcycle ,25,9.19295116708344
28,4.7,Buffet ,motorcycle ,15,16.72076404537099
26,4.6,Snack ,motorcycle ,32,10.564987742503256
29,4.8,Buffet ,scooter ,14,1.5136457231088551
39,4.9,Meal ,electric_scooter ,36,12.421212735966003
24,4.7,Buffet ,motorcycle ,22,6.20919924806096
38,4.2,Meal ,motorcycle ,31,5.968765122136765
34,4.9,Snack ,motorcycle ,27,7.6508628104371885
20,4.7,Buffet ,scooter ,18,9.348068923522018
27,4.8,Meal ,motorcycle ,15,4.560740459631507
20,4.6,Meal ,motorcycle ,26,7.448627554424398
30,4.9,Meal ,electric_scooter ,19,16.72059667667709
31,4.4,Snack ,scooter ,34,7.683765443180287
37,5.0,Buffet ,scooter ,29,14.15280068944862
21,4.9,Buffet ,electric_scooter ,29,7.683892680377775
36,4.3,Buffet ,motorcycle ,39,6.050355980667948
20,4.6,Meal ,motorcycle ,28,4.657649165910802
38,4.6,Buffet ,motorcycle ,29,1.5441370096832314
32,5.0,Drinks ,motorcycle ,23,1.5441620252110633
30,3.9,Snack ,scooter ,33,12.09917098801042
25,5.0,Drinks ,scooter ,15,10.64105130998624
31,5.0,Meal ,motorcycle ,43,14.043986316313523
30,5.0,Snack ,motorcycle ,18,1.520455689583788
23,4.1,Snack ,motorcycle ,32,12.117036432265502
21,4.5,Meal ,scooter ,24,7.8626681674103684
22,5.0,Meal ,motorcycle ,26,10.587023705098991
22,4.7,Drinks ,scooter ,15,7.563759001970378
28,4.9,Snack ,electric_scooter ,23,6.119866712015615
24,4.8,Drinks ,motorcycle ,25,6.081387490813416
39,4.8,Buffet ,electric_scooter ,24,9.121044921629522
21,4.6,Snack ,motorcycle ,29,17.07644834661623
28,4.8,Buffet ,scooter ,17,6.29013467763468
27,4.3,Snack ,motorcycle ,28,3.073599739868747
24,4.8,Snack ,motorcycle ,16,17.09875410817548
27,4.6,Buffet ,scooter ,31,6.080882967594328
38,4.9,Meal ,motorcycle ,26,5.952943315709552
23,4.9,Snack ,motorcycle ,18,5.968814211616434
24,5.0,Drinks ,motorcycle ,21,1.55255331684981
39,4.9,Snack ,motorcycle ,28,3.121088297487764
25,4.8,Buffet ,motorcycle ,21,10.704238934519315
27,4.7,Drinks ,motorcycle ,17,3.145067434621583
32,4.7,Snack ,motorcycle ,28,9.435201537430714
37,4.7,Drinks ,motorcycle ,32,12.161512247541568
30,4.7,Drinks ,motorcycle ,26,6.208989450210038
38,4.4,Snack ,motorcycle ,25,9.435201537430714
24,4.3,Meal ,motorcycle ,21,8.93863229991919
21,4.6,Snack ,motorcycle ,27,6.117673772819904
32,3.5,Snack ,motorcycle ,36,12.435806041180756
25,4.5,Buffet ,electric_scooter ,16,12.293290453033771
35,4.5,Buffet ,scooter ,41,12.11655916281721
26,4.7,Snack ,scooter ,12,4.717601092054723
20,4.9,Snack ,scooter ,21,12.241181140730713
31,4.8,Drinks ,motorcycle ,30,4.469203457950985
30,4.0,Snack ,scooter ,33,7.772282029629311
32,4.7,Snack ,motorcycle ,21,1.5580739318105787
27,4.8,Snack ,motorcycle ,22,13.829931792649827
29,4.9,Buffet ,motorcycle ,11,7.566949319257016
37,4.5,Drinks ,scooter ,16,1.572533729286321
34,4.9,Meal ,scooter ,18,19.76106632827125
39,4.6,Snack ,scooter ,42,16.60246716832672
23,4.9,Meal ,motorcycle ,17,13.407092693002484
26,4.7,Snack ,scooter ,11,9.121874081416118
37,5.0,Meal ,motorcycle ,35,3.0249808540967433
37,4.7,Drinks ,motorcycle ,26,6.232189890723436
32,4.9,Buffet ,scooter ,24,13.829931792649827
27,4.6,Drinks ,electric_scooter ,17,4.674220356187267
21,4.4,Buffet ,scooter ,33,1.5091393275325462
35,4.8,Snack ,motorcycle ,37,19.76188040923094
24,4.7,Snack ,motorcycle ,29,6.058853851669116
35,4.1,Meal ,motorcycle ,42,19.62844486200254
21,4.9,Drinks ,motorcycle ,18,1.4895293820617894
27,4.9,Buffet ,electric_scooter ,16,1.5302997807730145
21,4.5,Snack ,motorcycle ,15,3.11620371432348
38,4.7,Meal ,motorcycle ,28,6.29013467763468
33,4.6,Drinks ,motorcycle ,31,7.562478890452318
35,4.3,Snack ,motorcycle ,33,10.865464603780389
20,5.0,Snack ,scooter ,17,1.5545266759919338
34,4.8,Buffet ,scooter ,15,4.528289130580048
31,4.1,Snack ,scooter ,33,6.209485214483088
15,1.0,Drinks ,scooter ,13,3.108925571154772
24,4.6,Drinks ,motorcycle ,31,16.635223376953338
32,4.3,Buffet ,scooter ,31,9.2191235676111
27,4.5,Buffet ,scooter ,19,16.11320056524447
29,4.8,Meal ,scooter ,29,6.049919555217586
22,5.0,Snack ,scooter ,17,3.1161729217943797
28,4.8,Snack ,motorcycle ,24,4.663600819587387
28,4.9,Buffet ,scooter ,18,9.074331008326515
36,4.7,Buffet ,motorcycle ,40,12.098761963862449
28,4.6,Snack ,scooter ,18,1.5263832936835364
39,4.7,Meal ,motorcycle ,40,10.90598905626876
22,5.0,Buffet ,scooter ,20,9.314419797615273
25,4.6,Buffet ,motorcycle ,29,11.007734763744617
37,4.8,Meal ,motorcycle ,27,19.882650147415998
25,4.9,Drinks ,scooter ,28,17.138295790539786
23,4.5,Meal ,scooter ,20,20.44292976252901
50,6.0,Drinks ,electric_scooter ,35,10.756273454297123
36,4.9,Meal ,scooter ,30,20.252967850083056
24,4.8,Snack ,motorcycle ,44,12.256076445468295
20,4.2,Drinks ,scooter ,38,11.983297481116157
31,4.7,Meal ,motorcycle ,30,20.848074005447355
22,4.5,Drinks ,scooter ,21,4.4691938252042425
33,4.7,Drinks ,scooter ,19,12.117044368866695
29,4.5,Snack ,motorcycle ,15,9.327028546829316
22,4.6,Snack ,motorcycle ,20,4.610367445745056
29,4.6,Drinks ,electric_scooter ,10,7.562317945109334
37,4.3,Buffet ,scooter ,35,6.209476177667662
27,4.6,Buffet ,electric_scooter ,21,17.138295790539786
24,4.6,Buffet ,scooter ,19,3.1053699758611546
28,4.9,Snack ,scooter ,25,20.853426491969202
33,4.4,Buffet ,motorcycle ,41,12.294124530423586
22,4.6,Buffet ,scooter ,11,9.326602961232513
21,5.0,Snack ,scooter ,19,19.88701283582688
30,4.7,Snack ,scooter ,18,5.958759869151131
30,4.7,Drinks ,motorcycle ,24,1.489792976782627
20,4.9,Snack ,scooter ,25,16.85208641567295
29,4.6,Snack ,motorcycle ,43,12.419709768770852
29,4.9,Snack ,electric_scooter ,22,6.147092755626801
20,4.9,Drinks ,scooter ,22,7.601066543768378
25,4.9,Drinks ,electric_scooter ,18,11.9165950600701
30,4.8,Snack ,motorcycle ,21,3.0405415100027917
31,4.5,Drinks ,motorcycle ,34,10.711185800959656
35,4.6,Snack ,scooter ,29,1.5525876685610625
27,5.0,Snack ,motorcycle ,18,7.562333809640329
38,4.7,Meal ,motorcycle ,28,14.022295961633713
38,5.0,Snack ,scooter ,41,20.06949207274625
35,4.9,Drinks ,scooter ,19,6.2427281653002735
23,4.8,Drinks ,scooter ,13,7.790158927084966
22,4.6,Meal ,motorcycle ,13,1.5527615060238593
37,4.7,Snack ,scooter ,15,7.8626681674103684
23,4.5,Drinks ,scooter ,27,19.688246931881576
34,4.9,Drinks ,motorcycle ,29,4.544194013501194
21,5.0,Drinks ,motorcycle ,21,6.210145663324764
37,4.6,Snack ,motorcycle ,23,1.5263879689833013
24,4.9,Meal ,motorcycle ,16,2.9846132472409237
22,4.9,Snack ,motorcycle ,42,19.62733175349919
31,3.5,Snack ,scooter ,42,19.61916749330441
38,4.1,Meal ,scooter ,35,3.0295373875696914
29,4.5,Snack ,electric_scooter ,28,1.572533729286321
26,5.0,Snack ,scooter ,10,2.9794969556315394
39,5.0,Snack ,scooter ,16,19.617573744443128
34,4.7,Buffet ,motorcycle ,18,20.44292976252901
21,5.0,Drinks ,scooter ,23,13.895813942912687
37,3.9,Snack ,motorcycle ,33,10.641581256626232
34,4.3,Buffet ,motorcycle ,47,4.610133887452835
37,4.7,Snack ,motorcycle ,29,13.407033668284814
28,4.4,Drinks ,motorcycle ,32,13.682516298592299
28,4.8,Snack ,motorcycle ,18,5.958820916622007
39,4.7,Buffet ,scooter ,30,20.85333460818602
26,4.6,Buffet ,motorcycle ,10,1.5606061760664074
26,4.9,Snack ,motorcycle ,28,5.959266895919676
35,4.9,Snack ,scooter ,25,3.0589506421330555
38,4.8,Buffet ,motorcycle ,43,13.184113175194765
34,3.7,Meal ,motorcycle ,35,13.972751063504559
27,4.3,Buffet ,scooter ,37,19.620419296539986
20,4.9,Snack ,scooter ,16,7.762510040102141
39,4.4,Drinks ,scooter ,33,9.263056833399029
23,4.6,Snack ,motorcycle ,19,19.663125922534896
30,4.9,Snack ,scooter ,45,13.216474838927937
35,3.8,Buffet ,motorcycle ,40,17.09799793130139
29,4.6,Drinks ,motorcycle ,37,14.15280068944862
25,4.6,Drinks ,scooter ,14,1.5580841994904557
36,4.0,Meal ,motorcycle ,37,19.36342948174777
29,4.6,Snack ,scooter ,35,16.901690663165983
31,4.1,Meal ,motorcycle ,34,13.829931792649827
27,5.0,Drinks ,motorcycle ,36,5.959032639454782
25,4.7,Meal ,motorcycle ,23,6.210141144622586
24,5.0,Buffet ,motorcycle ,25,6.118745338337485
38,4.5,Snack ,motorcycle ,23,1.572533729286321
22,4.8,Meal ,scooter ,20,9.19149730046093
33,4.8,Snack ,scooter ,27,1.53058864856925
28,4.6,Drinks ,motorcycle ,22,19.36342948174777
27,4.5,Meal ,scooter ,15,13.970572124439776
39,4.5,Buffet ,motorcycle ,21,3.145067434621583
20,4.7,Drinks ,scooter ,15,19.761110067714096
22,4.8,Snack ,scooter ,21,16.72120319162223
34,4.5,Drinks ,electric_scooter ,23,13.83000931143171
22,4.9,Drinks ,motorcycle ,25,7.8626681674103684
34,4.2,Meal ,motorcycle ,33,7.441030776958911
35,4.3,Buffet ,motorcycle ,49,16.90290152749197
24,5.0,Drinks ,scooter ,21,9.314044193379946
35,4.7,Drinks ,motorcycle ,34,4.657159718107683
35,4.7,Snack ,scooter ,18,4.674153680097242
24,4.6,Snack ,electric_scooter ,31,7.60161677107109
29,4.6,Meal ,motorcycle ,31,2888.355273047393
28,4.8,Meal ,motorcycle ,18,1.572533729286321
26,4.9,Drinks ,motorcycle ,16,16.787849624233772
36,4.8,Buffet ,electric_scooter ,32,4.561152341209805
20,4.6,Meal ,motorcycle ,40,13.971968544834215
29,4.8,Meal ,motorcycle ,20,10.757050667280428
28,4.9,Buffet ,motorcycle ,19,1.5525569843004514
37,5.0,Drinks ,scooter ,25,17.09752652782741
36,4.6,Drinks ,scooter ,16,5.958808071070684
23,4.5,Meal ,scooter ,14,3.105363416194922
25,4.7,Meal ,scooter ,13,9.435201537430714
24,4.9,Buffet ,scooter ,21,9.315702005351538
28,4.5,Drinks ,electric_scooter ,27,4.560890658020926
22,4.6,Meal ,scooter ,18,9.22058182647967
